sampling_week,effective_concentration_rolling_average,region,state,name,fipscode
2021-06-02,8.163582047547878,West,CA,"Monterey County, CA",6053
2021-06-02,0.485630247676612,Northeast,MA,"Nantucket County, MA",25019
2021-06-02,1.6936337379732282,Northeast,NY,"Nassau County, NY",36059
2021-06-02,30.10430172746004,South,FL,"Palm Beach County, FL",12099
2021-06-02,57.00066673098713,West,MT,"Park County, MT",30067
2021-06-02,58.64665853673893,West,CA,"Placer County, CA",6061
2021-06-02,18.958441274541087,South,TN,"Shelby County, TN",47157
2021-06-02,12.672585290878118,US Territories,VI,"St. Croix Island, VI",78010
2021-06-02,3.1433595211826493,US Territories,VI,"St. John Island, VI",78020
2021-06-02,48.36053718823456,South,VA,"Stafford County, VA",51179
2021-06-02,27.595675890502843,Northeast,MA,"Suffolk County, MA",25025
2021-06-09,48.87437130608912,West,CO,"Arapahoe County, CO",8005
2021-06-09,126.39942587877376,South,AR,"Benton County, AR",5007
2021-06-09,80.00971606029525,South,FL,"Brevard County, FL",12009
2021-06-09,15.97320176952366,Northeast,PA,"Butler County, PA",42019
2021-06-09,35.854047766306465,Midwest,MO,"Cape Girardeau County, MO",29031
2021-06-09,93.47683322886004,West,NV,"Clark County, NV",32003
2021-06-09,33.55352856916103,West,CA,"Contra Costa County, CA",6013
2021-06-09,27.217541391436303,Northeast,ME,"Cumberland County, ME",23005
2021-06-09,24.051613306471168,Midwest,MN,"Dakota County, MN",27037
2021-06-09,29.63429651774287,Northeast,PA,"Dauphin County, PA",42043
2021-06-09,51.307521853706646,West,NV,"Elko County, NV",32007
2021-06-09,125.69519515722418,Northeast,PA,"Erie County, PA",42049
2021-06-09,28.817063520423982,Northeast,MA,"Essex County, MA",25009
2021-06-09,56.5108312790426,Northeast,NJ,"Essex County, NJ",34013
2021-06-09,19.861748945293296,Northeast,CT,"Fairfield County, CT",9001
2021-06-09,10.593051183358336,Midwest,IN,"Hamilton County, IN",18057
2021-06-09,14.602185445117827,South,TN,"Hamilton County, TN",47065
2021-06-09,25.53258009053165,Midwest,MN,"Hennepin County, MN",27053
2021-06-09,85.00753200457693,South,FL,"Hillsborough County, FL",12057
2021-06-09,17.65353848945726,Northeast,PA,"Indiana County, PA",42063
2021-06-09,57.35862171795287,South,KY,"Jefferson County, KY",21111
2021-06-09,89.94582158939347,Midwest,MO,"Jefferson County, MO",29099
2021-06-09,153.12312189108744,Midwest,IL,"Kankakee County, IL",17091
2021-06-09,17.711081288376807,South,TX,"Kaufman County, TX",48257
2021-06-09,25.176026186778103,Northeast,ME,"Kennebec County, ME",23011
2021-06-09,232.9662667926635,South,KY,"Kenton County, KY",21117
2021-06-09,40.72314550117157,Northeast,PA,"Lackawanna County, PA",42069
2021-06-09,8.592286230618242,Midwest,IN,"Lake County, IN",18089
2021-06-09,58.87037095108072,West,ID,"Latah County, ID",16057
2021-06-09,1.3383822019070546,West,NM,"Los Alamos County, NM",35028
2021-06-09,14.821355351770796,West,CA,"Los Angeles County, CA",6037
2021-06-09,27.15104721075402,South,VA,"Loudoun County, VA",51107
2021-06-09,4.952360465671805,South,AL,"Madison County, AL",1089
2021-06-09,103.810678955605,South,FL,"Miami-Dade County, FL",12086
2021-06-09,6.855754026037567,Northeast,MA,"Middlesex County, MA",25017
2021-06-09,51.56844634394646,Northeast,NJ,"Middlesex County, NJ",34023
2021-06-09,139.1134247187508,Northeast,NJ,"Monmouth County, NJ",34025
2021-06-09,6.291677210995463,West,CA,"Monterey County, CA",6053
2021-06-09,1.5217296184869298,Northeast,PA,"Montgomery County, PA",42091
2021-06-09,95.19595837576269,West,OR,"Multnomah County, OR",41051
2021-06-09,1.5415460472694242,Northeast,MA,"Nantucket County, MA",25019
2021-06-09,28.767655526920567,South,WV,"Ohio County, WV",54069
2021-06-09,172.30817640030307,South,FL,"Orange County, FL",12095
2021-06-09,103.6970028528394,West,MT,"Park County, MT",30067
2021-06-09,27.510320840307905,Midwest,IL,"Peoria County, IL",17143
2021-06-09,38.59491027150251,South,FL,"Pinellas County, FL",12103
2021-06-09,140.76631306480746,West,CA,"Placer County, CA",6061
2021-06-09,77.05341492137379,Northeast,RI,"Providence County, RI",44007
2021-06-09,127.39123184324156,South,AR,"Pulaski County, AR",5119
2021-06-09,13.780705168723625,South,VA,"Pulaski County, VA",51155
2021-06-09,41.89611589902749,West,CA,"Sacramento County, CA",6067
2021-06-09,41.90067217570781,Northeast,ME,"Sagadahoc County, ME",23023
2021-06-09,27.446955315483685,West,CA,"Santa Cruz County, CA",6087
2021-06-09,40.1921713462702,Midwest,KS,"Sedgwick County, KS",20173
2021-06-09,159.38180946470752,South,FL,"Seminole County, FL",12117
2021-06-09,28.775716343906577,South,TN,"Shelby County, TN",47157
2021-06-09,45.73406059631516,West,CA,"Sonoma County, CA",6097
2021-06-09,31.29188098977464,US Territories,VI,"St. Croix Island, VI",78010
2021-06-09,1.0411242554402438,US Territories,VI,"St. John Island, VI",78020
2021-06-09,32.85147443210193,Northeast,MD,"St. Mary's County, MD",24037
2021-06-09,164.02749272110708,US Territories,VI,"St. Thomas Island, VI",78030
2021-06-09,64.79504881067659,South,VA,"Stafford County, VA",51179
2021-06-09,24.0351683465284,Northeast,MA,"Suffolk County, MA",25025
2021-06-09,803.3143931546235,Northeast,NH,"Sullivan County, NH",33019
2021-06-09,9.978975776909994,West,MT,"Teton County, MT",30099
2021-06-09,0.0,Northeast,RI,"Washington County, RI",44009
2021-06-09,42.63517828546399,West,NV,"Washoe County, NV",32031
2021-06-09,45.96913730359593,Midwest,IL,"Winnebago County, IL",17201
2021-06-09,63.39799559739045,Northeast,MA,"Worcester County, MA",25027
2021-06-16,59.848712212738086,West,ID,"Ada County, ID",16001
2021-06-16,8.579487519434235,South,VA,"Alexandria City, VA",51510
2021-06-16,72.97241062415092,West,CO,"Arapahoe County, CO",8005
2021-06-16,169.14920259064957,South,AR,"Benton County, AR",5007
2021-06-16,101.6042413229521,West,WA,"Benton County, WA",53005
2021-06-16,103.55342795834616,South,FL,"Brevard County, FL",12009
2021-06-16,19.785264217885327,Northeast,PA,"Butler County, PA",42019
2021-06-16,42.0742980173612,Midwest,MO,"Cape Girardeau County, MO",29031
2021-06-16,1.147924758002975,Northeast,PA,"Chester County, PA",42029
2021-06-16,24.07902206520624,Northeast,VT,"Chittenden County, VT",50007
2021-06-16,142.13715462739643,West,NV,"Clark County, NV",32003
2021-06-16,46.53202642501413,West,CA,"Contra Costa County, CA",6013
2021-06-16,13.08051818266838,Midwest,IL,"Cook County, IL",17031
2021-06-16,18.27018713588802,Northeast,ME,"Cumberland County, ME",23005
2021-06-16,444.74516507231726,South,NC,"Cumberland County, NC",37051
2021-06-16,22.72012678061175,Midwest,MN,"Dakota County, MN",27037
2021-06-16,78.82091624303574,Midwest,WI,"Dane County, WI",55025
2021-06-16,29.984592997538,Northeast,PA,"Dauphin County, PA",42043
2021-06-16,81.08649689936519,South,NC,"Duplin County, NC",37061
2021-06-16,150.25388303286655,South,LA,"East Baton Rouge Parish, LA",22033
2021-06-16,67.6697181191039,West,NV,"Elko County, NV",32007
2021-06-16,54.80416610473884,Northeast,PA,"Erie County, PA",42049
2021-06-16,20.52142193199485,Northeast,MA,"Essex County, MA",25009
2021-06-16,55.546341973700464,Northeast,NJ,"Essex County, NJ",34013
2021-06-16,7.326617904529665,Northeast,CT,"Fairfield County, CT",9001
2021-06-16,60.56874267033955,South,SC,"Greenville County, SC",45045
2021-06-16,9.481124213583255,Midwest,IN,"Hamilton County, IN",18057
2021-06-16,12.033875217369308,South,TN,"Hamilton County, TN",47065
2021-06-16,0.0,Northeast,MA,"Hampshire County, MA",25015
2021-06-16,19.6157966461564,Northeast,CT,"Hartford County, CT",9003
2021-06-16,20.79944238191125,Midwest,MN,"Hennepin County, MN",27053
2021-06-16,60.2603517379139,South,FL,"Hillsborough County, FL",12057
2021-06-16,48.14034662791301,West,HI,"Honolulu County, HI",15003
2021-06-16,5.086851668361325,Northeast,PA,"Indiana County, PA",42063
2021-06-16,49.70629082285597,South,KY,"Jefferson County, KY",21111
2021-06-16,215.71715395340016,Midwest,MO,"Jefferson County, MO",29099
2021-06-16,101.63951760225248,Midwest,KS,"Johnson County, KS",20091
2021-06-16,292.2223736157818,Midwest,IL,"Kankakee County, IL",17091
2021-06-16,32.76291991329414,South,TX,"Kaufman County, TX",48257
2021-06-16,20.58250073799068,Northeast,ME,"Kennebec County, ME",23011
2021-06-16,81.44726028166518,South,KY,"Kenton County, KY",21117
2021-06-16,27.88072072826357,Northeast,PA,"Lackawanna County, PA",42069
2021-06-16,28.70162866112517,Midwest,IN,"Lake County, IN",18089
2021-06-16,105.94451118988547,West,ID,"Latah County, ID",16057
2021-06-16,0.5350212249410078,Midwest,MI,"Leelanau County, MI",26089
2021-06-16,0.278829625397303,West,NM,"Los Alamos County, NM",35028
2021-06-16,16.48990177808621,West,CA,"Los Angeles County, CA",6037
2021-06-16,87.74341072101755,South,VA,"Loudoun County, VA",51107
2021-06-16,6.469658122038848,South,AL,"Madison County, AL",1089
2021-06-16,41.409596564950014,Midwest,WI,"Marathon County, WI",55073
2021-06-16,5.1935813563861055,Northeast,NH,"Merrimack County, NH",33013
2021-06-16,118.61499324135735,South,FL,"Miami-Dade County, FL",12086
2021-06-16,18.607630526627634,Northeast,MA,"Middlesex County, MA",25017
2021-06-16,54.402399347731006,Northeast,NJ,"Middlesex County, NJ",34023
2021-06-16,246.2103097632279,Northeast,NJ,"Monmouth County, NJ",34025
2021-06-16,6.98628045114183,West,CA,"Monterey County, CA",6053
2021-06-16,117.80472544532525,West,OR,"Multnomah County, OR",41051
2021-06-16,6.929177761272331,Northeast,MA,"Nantucket County, MA",25019
2021-06-16,0.0,Northeast,NY,"Nassau County, NY",36059
2021-06-16,26.83017836711016,Northeast,DE,"New Castle County, DE",10003
2021-06-16,23.150561568127404,South,WV,"Ohio County, WV",54069
2021-06-16,145.86809912475886,South,FL,"Orange County, FL",12095
2021-06-16,46.35934072143111,South,FL,"Palm Beach County, FL",12099
2021-06-16,24.55839259808104,Midwest,IL,"Peoria County, IL",17143
2021-06-16,70.00116593939272,South,FL,"Pinellas County, FL",12103
2021-06-16,141.8144782329296,West,CA,"Placer County, CA",6061
2021-06-16,58.92554391869381,Northeast,RI,"Providence County, RI",44007
2021-06-16,204.89448654884004,South,AR,"Pulaski County, AR",5119
2021-06-16,6.563899992962953,South,VA,"Pulaski County, VA",51155
2021-06-16,11.064940251280296,West,CA,"Riverside County, CA",6065
2021-06-16,46.55822885889789,West,CA,"Sacramento County, CA",6067
2021-06-16,63.45772711561131,Northeast,ME,"Sagadahoc County, ME",23023
2021-06-16,12.866657584705752,West,CA,"San Diego County, CA",6073
2021-06-16,21.43270067793946,West,CA,"Santa Cruz County, CA",6087
2021-06-16,44.89860858832867,Midwest,KS,"Sedgwick County, KS",20173
2021-06-16,120.75616775174056,South,FL,"Seminole County, FL",12117
2021-06-16,7.780510733928244,Midwest,KS,"Shawnee County, KS",20177
2021-06-16,31.00707845501488,South,TN,"Shelby County, TN",47157
2021-06-16,57.33848751095759,West,WA,"Snohomish County, WA",53061
2021-06-16,49.41593921064592,West,CA,"Sonoma County, CA",6097
2021-06-16,52.47923676721722,US Territories,VI,"St. Croix Island, VI",78010
2021-06-16,1.9335028972111872,US Territories,VI,"St. John Island, VI",78020
2021-06-16,75.95691928486501,Northeast,MD,"St. Mary's County, MD",24037
2021-06-16,233.5253802931344,US Territories,VI,"St. Thomas Island, VI",78030
2021-06-16,39.05820783431269,South,VA,"Stafford County, VA",51179
2021-06-16,18.056356395790527,Northeast,MA,"Suffolk County, MA",25025
2021-06-16,288.78895731669246,Northeast,NH,"Sullivan County, NH",33019
2021-06-16,28.20578458789896,South,TN,"Sullivan County, TN",47163
2021-06-16,266.9124986326882,West,WY,"Sweetwater County, WY",56037
2021-06-16,13.814397839077358,Northeast,RI,"Washington County, RI",44009
2021-06-16,51.05907638748683,West,NV,"Washoe County, NV",32031
2021-06-16,155.61883433825892,Midwest,IL,"Winnebago County, IL",17201
2021-06-16,80.84654784129555,Northeast,MA,"Worcester County, MA",25027
2021-06-23,82.68324514492696,West,ID,"Ada County, ID",16001
2021-06-23,20.74946617918499,South,VA,"Alexandria City, VA",51510
2021-06-23,81.60565163547058,West,CO,"Arapahoe County, CO",8005
2021-06-23,9.877221675797855,South,VA,"Arlington County, VA",51013
2021-06-23,203.39390498734423,South,AR,"Benton County, AR",5007
2021-06-23,128.76741359062495,West,WA,"Benton County, WA",53005
2021-06-23,3.4140967380656435,Northeast,NJ,"Bergen County, NJ",34003
2021-06-23,89.11206723236626,South,FL,"Brevard County, FL",12009
2021-06-23,14.362978111890394,Northeast,PA,"Butler County, PA",42019
2021-06-23,56.6732403197347,Midwest,MO,"Cape Girardeau County, MO",29031
2021-06-23,7.146426254743137,Northeast,PA,"Chester County, PA",42029
2021-06-23,30.0889145596494,Northeast,VT,"Chittenden County, VT",50007
2021-06-23,183.7883926529105,West,NV,"Clark County, NV",32003
2021-06-23,71.27535202431623,West,CA,"Contra Costa County, CA",6013
2021-06-23,10.695550707525436,Midwest,IL,"Cook County, IL",17031
2021-06-23,15.817518809885987,Northeast,ME,"Cumberland County, ME",23005
2021-06-23,222.90010757820212,South,NC,"Cumberland County, NC",37051
2021-06-23,15.48534912552906,Midwest,MN,"Dakota County, MN",27037
2021-06-23,65.68250580164182,Midwest,WI,"Dane County, WI",55025
2021-06-23,19.757961126800502,Northeast,PA,"Dauphin County, PA",42043
2021-06-23,160.76851694897593,West,UT,"Davis County, UT",49011
2021-06-23,51.22152545352041,South,GA,"DeKalb County, GA",13089
2021-06-23,103.92516681173718,South,NC,"Duplin County, NC",37061
2021-06-23,190.645422959094,South,LA,"East Baton Rouge Parish, LA",22033
2021-06-23,42.7816763856221,West,NV,"Elko County, NV",32007
2021-06-23,61.418896993498485,Northeast,PA,"Erie County, PA",42049
2021-06-23,23.3908033559363,Northeast,MA,"Essex County, MA",25009
2021-06-23,52.8733748948731,Northeast,NJ,"Essex County, NJ",34013
2021-06-23,19.7531489370303,Northeast,CT,"Fairfield County, CT",9001
2021-06-23,79.57139997046777,South,SC,"Greenville County, SC",45045
2021-06-23,6.876699013067493,Midwest,IN,"Hamilton County, IN",18057
2021-06-23,48.13550086947723,South,TN,"Hamilton County, TN",47065
2021-06-23,0.6652850372024237,Northeast,MA,"Hampshire County, MA",25015
2021-06-23,13.859857576409718,Northeast,CT,"Hartford County, CT",9003
2021-06-23,21.94532609047456,Midwest,MN,"Hennepin County, MN",27053
2021-06-23,59.65812763966824,South,FL,"Hillsborough County, FL",12057
2021-06-23,172.2387035370278,South,MS,"Hinds County, MS",28049
2021-06-23,43.072001781107126,West,HI,"Honolulu County, HI",15003
2021-06-23,6.692743543161569,Northeast,PA,"Indiana County, PA",42063
2021-06-23,24.607252879004083,South,KY,"Jefferson County, KY",21111
2021-06-23,239.112880382854,Midwest,MO,"Jefferson County, MO",29099
2021-06-23,140.55112633732924,Midwest,KS,"Johnson County, KS",20091
2021-06-23,253.0980221014155,Midwest,IL,"Kankakee County, IL",17091
2021-06-23,50.74674957840892,South,TX,"Kaufman County, TX",48257
2021-06-23,23.082115428470647,Northeast,ME,"Kennebec County, ME",23011
2021-06-23,42.549098851361,South,KY,"Kenton County, KY",21117
2021-06-23,26.721631604164745,Northeast,PA,"Lackawanna County, PA",42069
2021-06-23,42.458234434103495,Midwest,IN,"Lake County, IN",18089
2021-06-23,36.09072459293524,West,ID,"Latah County, ID",16057
2021-06-23,2.964781599784526,Midwest,MI,"Leelanau County, MI",26089
2021-06-23,0.0,West,NM,"Los Alamos County, NM",35028
2021-06-23,19.53655175386005,West,CA,"Los Angeles County, CA",6037
2021-06-23,23.73295316444469,South,VA,"Loudoun County, VA",51107
2021-06-23,24.60213229077401,Northeast,PA,"Luzerne County, PA",42079
2021-06-23,11.000615931082256,South,AL,"Madison County, AL",1089
2021-06-23,23.126839968981468,Midwest,WI,"Marathon County, WI",55073
2021-06-23,38.2153529016867,Northeast,NH,"Merrimack County, NH",33013
2021-06-23,119.58518907636908,South,FL,"Miami-Dade County, FL",12086
2021-06-23,5.51799425271512,Northeast,CT,"Middlesex County, CT",9007
2021-06-23,5.652677372502385,Northeast,MA,"Middlesex County, MA",25017
2021-06-23,25.490043182028845,Northeast,NJ,"Middlesex County, NJ",34023
2021-06-23,345.7145162846673,Northeast,NJ,"Monmouth County, NJ",34025
2021-06-23,14.663700969360528,West,CA,"Monterey County, CA",6053
2021-06-23,0.3084316229966182,Northeast,PA,"Montgomery County, PA",42091
2021-06-23,57.92392542262402,West,OR,"Multnomah County, OR",41051
2021-06-23,9.788938970293954,Northeast,MA,"Nantucket County, MA",25019
2021-06-23,31.45385535819192,Northeast,DE,"New Castle County, DE",10003
2021-06-23,91.12447468399752,Northeast,CT,"New Haven County, CT",9009
2021-06-23,9.744122947762673,South,WV,"Ohio County, WV",54069
2021-06-23,156.28995465251583,South,FL,"Orange County, FL",12095
2021-06-23,15.3883295239695,Midwest,IL,"Peoria County, IL",17143
2021-06-23,46.264153005044975,West,AZ,"Pima County, AZ",4019
2021-06-23,81.3732539527491,South,FL,"Pinellas County, FL",12103
2021-06-23,101.06876601062577,West,CA,"Placer County, CA",6061
2021-06-23,55.03702306171467,Northeast,MA,"Plymouth County, MA",25023
2021-06-23,52.65414038134247,Northeast,RI,"Providence County, RI",44007
2021-06-23,294.9141009146071,South,AR,"Pulaski County, AR",5119
2021-06-23,9.512937930254791,South,VA,"Pulaski County, VA",51155
2021-06-23,29.672674341977302,South,GA,"Richmond County, GA",13245
2021-06-23,18.373238689693604,West,CA,"Riverside County, CA",6065
2021-06-23,49.38605426321451,West,CA,"Sacramento County, CA",6067
2021-06-23,26.043891523987394,Northeast,ME,"Sagadahoc County, ME",23023
2021-06-23,134.01796133764,West,UT,"Salt Lake County, UT",49035
2021-06-23,35.23604770817534,West,CA,"San Diego County, CA",6073
2021-06-23,27.21010887970324,West,CA,"Santa Cruz County, CA",6087
2021-06-23,41.86733921154149,Midwest,KS,"Sedgwick County, KS",20173
2021-06-23,139.17264043162535,South,FL,"Seminole County, FL",12117
2021-06-23,18.182449175860928,Midwest,KS,"Shawnee County, KS",20177
2021-06-23,47.6411161330905,South,TN,"Shelby County, TN",47157
2021-06-23,68.70724462750195,West,WA,"Snohomish County, WA",53061
2021-06-23,64.28771536665737,West,CA,"Sonoma County, CA",6097
2021-06-23,69.47099181739134,US Territories,VI,"St. Croix Island, VI",78010
2021-06-23,1.9401462609368725,US Territories,VI,"St. John Island, VI",78020
2021-06-23,93.61151698516318,Northeast,MD,"St. Mary's County, MD",24037
2021-06-23,349.34886689735805,US Territories,VI,"St. Thomas Island, VI",78030
2021-06-23,49.62710649779282,South,VA,"Stafford County, VA",51179
2021-06-23,19.734919598635766,Northeast,MA,"Suffolk County, MA",25025
2021-06-23,52.22412877329108,Northeast,NH,"Sullivan County, NH",33019
2021-06-23,84.9876823515079,South,TN,"Sullivan County, TN",47163
2021-06-23,9.31273986424079,Midwest,OH,"Summit County, OH",39153
2021-06-23,189.73797591672087,West,WY,"Sweetwater County, WY",56037
2021-06-23,61.67017208192023,South,TX,"Travis County, TX",48453
2021-06-23,49.4993694202613,Northeast,NJ,"Union County, NJ",34039
2021-06-23,63.74097112272813,Northeast,RI,"Washington County, RI",44009
2021-06-23,73.02106144606053,West,NV,"Washoe County, NV",32031
2021-06-23,3.2971165352978047,South,TX,"Webb County, TX",48479
2021-06-23,21.987412169273348,Northeast,PA,"Westmoreland County, PA",42129
2021-06-23,484.1304576777841,Midwest,IL,"Winnebago County, IL",17201
2021-06-23,1.3764989622380936,Midwest,IA,"Woodbury County, IA",19193
2021-06-23,70.43658677559155,Northeast,MA,"Worcester County, MA",25027
2021-06-30,17.455179162140258,South,VA,"Alexandria City, VA",51510
2021-06-30,94.17992161325806,West,CO,"Arapahoe County, CO",8005
2021-06-30,10.153399174879777,South,VA,"Arlington County, VA",51013
2021-06-30,292.35071320876364,South,AR,"Benton County, AR",5007
2021-06-30,161.2431372027999,West,WA,"Benton County, WA",53005
2021-06-30,6.73834843059938,Northeast,NJ,"Bergen County, NJ",34003
2021-06-30,76.7527933074911,South,FL,"Brevard County, FL",12009
2021-06-30,19.282230967761794,Northeast,PA,"Butler County, PA",42019
2021-06-30,52.070187085385335,Midwest,MO,"Cape Girardeau County, MO",29031
2021-06-30,14.23664554393536,Northeast,PA,"Chester County, PA",42029
2021-06-30,39.46137491050208,Northeast,VT,"Chittenden County, VT",50007
2021-06-30,290.85722993446745,West,NV,"Clark County, NV",32003
2021-06-30,73.35929366015695,West,CA,"Contra Costa County, CA",6013
2021-06-30,14.379141478485671,Midwest,IL,"Cook County, IL",17031
2021-06-30,16.300727202257356,Northeast,ME,"Cumberland County, ME",23005
2021-06-30,248.22885882058327,South,NC,"Cumberland County, NC",37051
2021-06-30,37.75727162641962,Midwest,MN,"Dakota County, MN",27037
2021-06-30,55.248797646059934,Midwest,WI,"Dane County, WI",55025
2021-06-30,24.97541724045863,Northeast,PA,"Dauphin County, PA",42043
2021-06-30,55.6569978689792,South,TN,"Davidson County, TN",47037
2021-06-30,182.82251138650489,West,UT,"Davis County, UT",49011
2021-06-30,73.48343181013628,South,GA,"DeKalb County, GA",13089
2021-06-30,60.85584132697996,South,NC,"Duplin County, NC",37061
2021-06-30,199.6944902435,South,LA,"East Baton Rouge Parish, LA",22033
2021-06-30,71.5593503418933,West,NV,"Elko County, NV",32007
2021-06-30,59.56227249541695,Northeast,PA,"Erie County, PA",42049
2021-06-30,33.261014390894346,Northeast,MA,"Essex County, MA",25009
2021-06-30,54.24427810347972,Northeast,NJ,"Essex County, NJ",34013
2021-06-30,37.58248356024981,Northeast,CT,"Fairfield County, CT",9001
2021-06-30,88.46598284179625,South,SC,"Greenville County, SC",45045
2021-06-30,10.219247612186214,Midwest,IN,"Hamilton County, IN",18057
2021-06-30,23.57693476330824,South,TN,"Hamilton County, TN",47065
2021-06-30,2.661140148809695,Northeast,MA,"Hampshire County, MA",25015
2021-06-30,33.474227268986546,Northeast,CT,"Hartford County, CT",9003
2021-06-30,29.804652376491987,Midwest,MN,"Hennepin County, MN",27053
2021-06-30,88.2360636957706,South,FL,"Hillsborough County, FL",12057
2021-06-30,305.0773630062854,South,MS,"Hinds County, MS",28049
2021-06-30,61.3096440537511,West,HI,"Honolulu County, HI",15003
2021-06-30,12.565348517418087,Northeast,PA,"Indiana County, PA",42063
2021-06-30,22.04300015138536,South,KY,"Jefferson County, KY",21111
2021-06-30,150.58011595196865,Midwest,MO,"Jefferson County, MO",29099
2021-06-30,72.1283296980771,Midwest,KS,"Johnson County, KS",20091
2021-06-30,291.51945302423934,Midwest,IL,"Kankakee County, IL",17091
2021-06-30,29.577128652686568,South,TX,"Kaufman County, TX",48257
2021-06-30,5.535636629006166,Northeast,ME,"Kennebec County, ME",23011
2021-06-30,34.26692703233792,South,KY,"Kenton County, KY",21117
2021-06-30,11.386189589771192,Northeast,PA,"Lackawanna County, PA",42069
2021-06-30,7.72408826762862,West,ID,"Latah County, ID",16057
2021-06-30,5.171361087375507,Midwest,MI,"Leelanau County, MI",26089
2021-06-30,0.7484683309182221,West,NM,"Los Alamos County, NM",35028
2021-06-30,29.995864538432546,West,CA,"Los Angeles County, CA",6037
2021-06-30,18.334214992145235,South,VA,"Loudoun County, VA",51107
2021-06-30,13.954454331361095,Northeast,PA,"Luzerne County, PA",42079
2021-06-30,42.613035593105536,South,AL,"Madison County, AL",1089
2021-06-30,19.829866323033453,Midwest,WI,"Marathon County, WI",55073
2021-06-30,161.02005550921072,Northeast,NH,"Merrimack County, NH",33013
2021-06-30,110.1184791861094,South,FL,"Miami-Dade County, FL",12086
2021-06-30,18.393314175717062,Northeast,CT,"Middlesex County, CT",9007
2021-06-30,5.308938545348435,Northeast,MA,"Middlesex County, MA",25017
2021-06-30,31.16865685687564,Northeast,NJ,"Middlesex County, NJ",34023
2021-06-30,169.02772794341843,Northeast,NJ,"Monmouth County, NJ",34025
2021-06-30,12.456828411328322,West,CA,"Monterey County, CA",6053
2021-06-30,44.4406199791222,West,OR,"Multnomah County, OR",41051
2021-06-30,23.08446356435073,Northeast,MA,"Nantucket County, MA",25019
2021-06-30,19.796258872876862,Northeast,DE,"New Castle County, DE",10003
2021-06-30,54.034972880139264,Northeast,CT,"New Haven County, CT",9009
2021-06-30,1.3845115038636475,South,WV,"Ohio County, WV",54069
2021-06-30,190.98855843731425,South,FL,"Orange County, FL",12095
2021-06-30,0.8485367152666601,West,MT,"Park County, MT",30067
2021-06-30,16.66358903829678,Midwest,IL,"Peoria County, IL",17143
2021-06-30,32.74457664987847,West,AZ,"Pima County, AZ",4019
2021-06-30,53.16203390020625,South,FL,"Pinellas County, FL",12103
2021-06-30,105.17200145327456,West,CA,"Placer County, CA",6061
2021-06-30,76.38982895748173,Northeast,MA,"Plymouth County, MA",25023
2021-06-30,64.1160650790092,Northeast,RI,"Providence County, RI",44007
2021-06-30,491.6274547157695,South,AR,"Pulaski County, AR",5119
2021-06-30,10.725517889624056,South,VA,"Pulaski County, VA",51155
2021-06-30,45.929931756400485,South,GA,"Richmond County, GA",13245
2021-06-30,77.70671618489457,West,CA,"Sacramento County, CA",6067
2021-06-30,4.372339332507896,Northeast,ME,"Sagadahoc County, ME",23023
2021-06-30,86.72783939529138,West,UT,"Salt Lake County, UT",49035
2021-06-30,110.7644291326614,West,CA,"San Diego County, CA",6073
2021-06-30,16.056835061682403,West,CA,"Santa Cruz County, CA",6087
2021-06-30,37.30017093648775,Midwest,KS,"Sedgwick County, KS",20173
2021-06-30,302.76837385367344,South,FL,"Seminole County, FL",12117
2021-06-30,40.412006122759685,Midwest,KS,"Shawnee County, KS",20177
2021-06-30,64.28258567317661,South,TN,"Shelby County, TN",47157
2021-06-30,65.58357356015318,West,WA,"Snohomish County, WA",53061
2021-06-30,103.68058654728908,West,CA,"Sonoma County, CA",6097
2021-06-30,75.67036608192315,US Territories,VI,"St. Croix Island, VI",78010
2021-06-30,8.812130765942662,US Territories,VI,"St. John Island, VI",78020
2021-06-30,43.68531646027407,Northeast,MD,"St. Mary's County, MD",24037
2021-06-30,388.5645790546205,US Territories,VI,"St. Thomas Island, VI",78030
2021-06-30,66.60044341515878,South,VA,"Stafford County, VA",51179
2021-06-30,36.69520411066068,Northeast,MA,"Suffolk County, MA",25025
2021-06-30,21.340729384615265,Northeast,NH,"Sullivan County, NH",33019
2021-06-30,42.43094715020725,South,TN,"Sullivan County, TN",47163
2021-06-30,5.166726446850299,Midwest,OH,"Summit County, OH",39153
2021-06-30,121.58309558015524,West,WY,"Sweetwater County, WY",56037
2021-06-30,0.0,West,MT,"Teton County, MT",30099
2021-06-30,38.21431780416256,South,TX,"Travis County, TX",48453
2021-06-30,45.42469699254824,Northeast,NJ,"Union County, NJ",34039
2021-06-30,59.53161159467928,Northeast,RI,"Washington County, RI",44009
2021-06-30,74.65328288407979,West,NV,"Washoe County, NV",32031
2021-06-30,7.624942863742738,South,TX,"Webb County, TX",48479
2021-06-30,53.40775588082308,Northeast,PA,"Westmoreland County, PA",42129
2021-06-30,144.45320448261464,Midwest,IL,"Winnebago County, IL",17201
2021-06-30,4.588329874126979,Midwest,IA,"Woodbury County, IA",19193
2021-06-30,88.50316295336727,Northeast,MA,"Worcester County, MA",25027
2021-07-07,54.82709347019385,West,ID,"Ada County, ID",16001
2021-07-07,17.74656066877942,South,VA,"Alexandria City, VA",51510
2021-07-07,61.67686303001588,West,CO,"Arapahoe County, CO",8005
2021-07-07,15.951830179523524,South,VA,"Arlington County, VA",51013
2021-07-07,362.0099226673908,South,AR,"Benton County, AR",5007
